"114","nec, neque","indeclinable","conjunction","and not, nor, neither","and not, nor, neither"
"115","nisi ","indeclinable","conjunction","unless, except","unless, except, not if"
"116","postquam ","indeclinable","conjunction","after, when","after, when"
"117","quamquam ","indeclinable","conjunction","although","although"
"118","-que ","indeclinable","conjunction","and","and"
"119","quod ","indeclinable","conjunction","because","because"
"120","quoque ","indeclinable","conjunction","also, too","also, too"
"121","sed ","indeclinable","conjunction","but","but"
"122","si ","indeclinable","conjunction","if","if"
"123","simulac, simulatque ","indeclinable","conjunction","as soon as","as soon as"
"124","ut ","indeclinable + subjunctive","conjunction","that, so that, in order that","that, so that, in order that"
"125","ut ","indeclinable + indicative","conjunction","as, when","as, when"
"126","ancilla","ancillae, f","noun 1","slave-girl, slave-woman, slave girl","slave-girl, slave-woman, slave girl"
"127","aqua ","aquae, f","noun 1","water","water"
"128","cena ","cenae, f","noun 1","dinner, meal","dinner, meal"
"129","cura ","curae, f","noun 1","care, worry","care, worry"
"130","dea ","deae, f","noun 1","goddess","goddess"
"131","domina ","dominae, f","noun 1","mistress","mistress"
"132","epistula ","epistulae, f","noun 1","letter","letter"
"133","femina ","feminae, f","noun 1","woman","woman"
"134","filia ","filiae, f","noun 1","daughter","daughter"
"135","hora ","horae, f","noun 1","hour","hour"
"136","ianua ","ianuae, f","noun 1","door","door"
"137","insula ","insulae, f","noun 1","island, block of flats","island, block of flats"
"138","ira ","irae, f","noun 1","anger","anger"
"139","nauta ","nautae, m","noun 1","sailor","sailor"
"140","patria ","patriae, f","noun 1","country, homeland, fatherland","country, homeland, fatherland"
"141","pecunia ","pecuniae, f","noun 1","money","money"
"142","poena ","poenae, f","noun 1","punishment","punishment"
"143","porta ","portae, f","noun 1","gate, door","gate, door"
"144","puella ","puellae, f","noun 1","girl","girl"
"145","regina ","reginae, f","noun 1","queen","queen"
"146","Roma ","Romae, f (Romae: at/in Rome)","noun 1","Rome","Rome"
"147","silva ","silvae, f","noun 1","wood","wood"
"148","taberna ","tabernae, f","noun 1","shop, inn","shop, inn, pub"
"149","terra ","terrae, f","noun 1","ground, land, country","ground, land, country"
"150","turba ","turbae, f","noun 1","crowd","crowd"
"151","via ","viae, f","noun 1","street, road, way","street, road, way"
"152","victoria ","victoriae, f","noun 1","victory","victory"
"153","villa ","villae, f","noun 1","house, country villa","house, country villa"
"154","vita ","vitae, f","noun 1","life","life"
"155","copiae ","copiarum, f plural","noun 1 plural","forces, troops","forces, troops"
"156","ager ","agri, m","noun 2","field","field"
"157","amicus ","amici, m","noun 2","friend","friend"
"158","animus ","animi, m","noun 2","spirit, soul, mind","spirit, soul, mind"
"159","annus ","anni, m","noun 2","year","year"
"160","auxilium ","auxilii, n","noun 2","help","help"
"161","bellum ","belli, n","noun 2","war","war"
"162","caelum ","caeli, n","noun 2","sky, heaven","sky, heaven"
"163","captivus","captivi, m","noun 2","captive, prisoner","captive, prisoner"
"164","castra ","castrorum, n plural","noun 2","camp","camp"
"165","cibus ","cibi, m","noun 2","food","food"
"166","consilium ","consilii, n","noun 2","plan, idea, advice","plan, idea, advice"
"167","deus ","dei, m","noun 2","god","god"
"168","dominus ","domini, m","noun 2","master","master"
"169","donum ","doni, n","noun 2","gift, present","gift, present"
"170","equus ","equi, m","noun 2","horse","horse"
"171","filius ","filii, m","noun 2","son","son"
"172","forum ","fori, n","noun 2","forum, market place","forum, market place"
"173","gaudium","gaudii, n","noun 2","joy, pleasure","joy, pleasure"
"174","gladius ","gladii, m","noun 2","sword","sword"
"175","hortus ","horti, m","noun 2","garden","garden"
"176","imperium","imperii, n","noun 2","empire, power, command","empire, power, command"
"177","inimicus ","inimici, m","noun 2","enemy","enemy"
"178","liber ","libri, m","noun 2","book","book"
"179","liberi ","liberorum, m plural","noun 2","children","children"
"180","libertus ","liberti, m","noun 2","freedman, ex-slave","freedman, ex-slave"
"181","locus ","loci, m","noun 2","place","place"
"182","maritus","mariti, m","noun 2","husband","husband"
"183","modus ","modi, m","noun 2","manner, way, kind","manner, way, kind"
"184","murus ","muri, m","noun 2","wall","wall"
"185","nuntius ","nuntii, m","noun 2","messenger, message, news","messenger, message, news"
"186","periculum ","periculi, n","noun 2","danger","danger"
"187","praemium ","praemii, n","noun 2","prize, reward, profit","prize, reward, profit"
"188","proelium ","proelii, n","noun 2","battle","battle"
"189","puer ","pueri, m","noun 2","boy","boy"
"190","regnum","regni, n","noun 2","kingdom","kingdom"
"191","servus ","servi, m","noun 2","slave","slave"
"192","templum ","templi, n","noun 2","temple","temple"
"193","verbum ","verbi, n ","noun 2","word","word"
"194","vinum ","vini, n","noun 2","wine","wine"
"195","vir ","viri, m","noun 2","man","man"
"196","arma ","armorum, n plural","noun 2 plural","arms, weapons","arms, weapons"
"197","amor ","amoris, m","noun 3","love","love"
"198","ars ","artis, f","noun 3","art, skill","art, skill"
"199","caput ","capitis, n","noun 3","head","head"
"200","civis ","civis, m and f","noun 3","citizen","citizen"
"201","clamor ","clamoris, m","noun 3","shout, shouting, noise","shout, shouting, noise"
"202","comes ","comitis, m and f","noun 3","comrade, companion","comrade, companion"
"203","consul","consulis, m","noun 3","consul","consul"
"204","corpus ","corporis, n","noun 3","body","body"
"205","custos ","custodis, m and f","noun 3","guard","guard"
"206","dux ","ducis, m","noun 3","leader","leader"
"207","flumen ","fluminis, n","noun 3","river","river"
"208","frater ","fratris, m","noun 3","brother","brother"
"209","gens ","gentis, f","noun 3","family, tribe, race, people","family, tribe, race, people"
"210","homo ","hominis, m","noun 3","man, human being","man, human being"
"211","hostis ","hostis, m","noun 3","enemy","enemy"
"212","imperator","imperatoris, m","noun 3","emperor, general, leader","emperor, general, leader"
"213","iter ","itineris, n","noun 3","journey","journey"
"214","iuvenis ","iuvenis, m","noun 3","young man","young man"
"215","legio ","legionis, f","noun 3","legion","legion"
"216","lux ","lucis, f","noun 3","light, daylight","light, daylight"
"217","mare ","maris, n","noun 3","sea","sea"
"218","mater ","matris, f","noun 3","mother","mother"
"219","miles ","militis, m","noun 3","soldier","soldier"
"220","mons ","montis, m","noun 3","mountain","mountain"
"221","mors ","mortis, f","noun 3","death","death"
"222","navis ","navis, f","noun 3","ship","ship"
"223","nomen ","nominis, n","noun 3","name","name"
"224","nox ","noctis, f","noun 3","night","night"
"225","pars ","partis, f","noun 3","part","part"
"226","pater ","patris, m","noun 3","father","father"
"227","pax ","pacis, f","noun 3","peace","peace"
"228","pes ","pedis, m","noun 3","foot","foot"
"229","princeps","principis, m","noun 3","chief, emperor","chief, emperor"
"230","rex ","regis, m","noun 3","king","king"
"231","sanguis ","sanguinis, m","noun 3","blood","blood"
"232","scelus ","sceleris, n","noun 3","crime","crime"
"233","senator ","senatoris, m","noun 3","senator","senator"
"234","senex ","senis, m","noun 3","old man","old man"
"235","tempestas","tempestatis, f","noun 3","storm","storm"
"236","tempus ","temporis, n","noun 3","time","time"
"237","urbs ","urbis, f","noun 3","city","city"
"238","uxor ","uxoris, f","noun 3","wife","wife"
"239","virtus ","virtutis, f","noun 3","courage, virtue","courage, virtue"
"240","vox ","vocis, f","noun 3","voice, shout","voice, shout"
"241","vulnus ","vulneris, n","noun 3","wound","wound"
"242","labor ","laboris, m","noun 3 ","work, toil","work, toil"
"243","domus ","domus, f (domi = at home)","noun 4","home","home"
"244","exercitus ","exercitus, m","noun 4","army","army"
"245","manus ","manus, f","noun 4","hand, group of people","hand, group of people"
"246","dies ","diei, m","noun 5","day","day"
"247","res ","rei, f","noun 5","thing, matter, event","thing, matter, event"
"248","spes ","spei, f","noun 5","hope","hope"
"249","nemo ","nullius","noun irregular","no one, nobody","no one, nobody"
"250","nihil ","indeclinable","noun irregular","nothing","nothing"
"251","-ne","indeclinable","particle","introduces question, question","introduces question, question"
"252","num ","indeclinable","particle","whether","whether"
"253","num ... ? ","indeclinable","particle","surely ... not? ,surely not,surely not?","surely ... not? ,surely not,surely not?"
"254","re- ","(prefix used with verbs)","prefix","- back","- back"
"255","a, ab ","+ ablative (also used as prefix with verbs)","preposition","from, away from, by (as prefix = away)","from, away from, by (as prefix = away)"
"256","ad ","+ accusative (also used as prefix with verbs)","preposition","to, towards, at","to, towards, at"
"257","circum ","+ accusative","preposition","around","around"
"258","contra","+ accusative","preposition","against","against"
"259","cum ","+ ablative","preposition","with","with"
"260","de ","+ ablative","preposition","from, down from, about","from, down from, about"
"261","e, ex ","+ ablative (also used as prefix with verbs)","preposition","from, out of, out","from, out of, out"
"262","in ","+ ablative (also used as prefix with verbs)","preposition","in, on","in, on"
"263","in ","+ accusative (also used as prefix with verbs)","preposition","into, onto","into, onto"
"264","inter ","+ accusative","preposition","among, between","among, between"
"265","per ","+ accusative","preposition","through, along","through, along"
"266","post ","+ accusative","preposition","after, behind","after, behind"
"267","pro ","+ ablative","preposition","in front of, for, in return for","in front of, for, in return for"
"268","prope","+ accusative","preposition","near","near"
"269","propter ","+ accusative","preposition","on account of, because of","on account of, because of"
"270","sine ","+ ablative","preposition","without","without"
"271","sub ","+ accusative/ablative","preposition","under, beneath","under, beneath"
"272","trans ","+ accusative (also used as prefix with verbs)","preposition","across","across"
"273","ego ","mei","pronoun","I, me","I, me"
"274","hic ","haec, hoc","pronoun","this, he, she, it","this, he, she, it"
"275","idem ","eadem, idem","pronoun","the same, same","the same, same"
"276","ille ","ilIa, illud","pronoun","that, he, she, it","that, he, she, it"
"277","ipse ","ipsa, ipsum","pronoun","self, himself, herself, itself, themselves","self, himself, herself, itself, themselves"
"278","is ","ea, id","pronoun","this, that, he, she, it, them","this, that, he, she, it, them"
"279","meus ","mea, meum","pronoun","my","my"
"280","nos ","nostrum","pronoun","we, us","we, us"
"281","noster ","nostra, nostrum","pronoun","our","our"
"282","qui ","quae, quod","pronoun","who, which","who, which"
"283","quidam ","quaedam, quoddam","pronoun","one, a certain, some","one, a certain, some"
"284","quis? ","quid?","pronoun","who? what?","who?,what?who,what"
"285","se ","sui","pronoun","himself, herself, itself, themselves","himself, herself, itself, themselves"
"286","suus ","sua, suum","pronoun","his, her, its, their (own)","his, her, its, their (own)"
"287","tu ","tui","pronoun","you (singular)","you (singular)"
"288","tuus ","tua, tuum","pronoun","your (singular), yours","your (singular), yours"
"289","vester ","vestra, vestrum ","pronoun","your (plural), yours","your (plural), yours"
"290","vos ","vestrum","pronoun","you (plural), you, you (pl)","you (plural), you, you (pl)"
"291","alius ","alia, aliud","pronoun/adjective","other, another, else","other, another, else"
"292","alter ","altera, alterum","pronoun/adjective","the other, another, one (of two), the second (of two)","the other, another, one (of two), the second (of two)"
"293","aedifico ","aedificare, aedificavi, aedificatus","verb 1","build","build"
"294","ambulo ","ambulare, ambulavi","verb 1","walk","walk"
"295","amo ","amare, amavi, amatus","verb 1","love, like","love, like"
"296","appropinquo ","appropinquare, appropinquavi + dative","verb 1","approach, come near to","approach, come near to"
"297","celo ","celare, celavi, celatus","verb 1","hide","hide"
"298","clamo ","clamare, clamavi, clamatus","verb 1","shout","shout"
"299","cogito ","cogitare, cogitavi, cogitatus","verb 1","think, consider","think, consider"
"300","do ","dare, dedi, datus","verb 1","give","give"
"301","exspecto ","exspectare, exspectavi, exspectatus","verb 1","wait for, expect","wait for, expect"
"302","festino ","festinare, festinavi","verb 1","hurry","hurry"
"303","habito ","habitare, habitavi, habitatus","verb 1","live","live"
"304","impero ","imperare, imperavi, imperatus + dative","verb 1","order, command","order, command"
"305","intro ","intrare, intravi, intratus","verb 1","enter","enter"
"306","invito","invitare, invitavi, invitatus","verb 1","invite","invite"
"307","laboro ","laborare, laboravi","verb 1","work, toil","work, toil"
"308","lacrimo","lacrimare, lacrimavi","verb 1","weep, cry","weep, cry"
"309","laudo ","laudare, laudavi, laudatus","verb 1","praise","praise"
"310","libero ","liberare, liberavi, liberatus","verb 1","set free","set free"
"311","narro ","narrare, narravi, narratus","verb 1","tell, relate","tell, relate"
"312","navigo ","navigare, navigavi","verb 1","sail","sail"
"313","neco ","necare, necavi, necatus","verb 1","kill","kill"
"314","nuntio ","nuntiare, nuntiavi, nuntiatus","verb 1","announce, report","announce, report"
"315","oppugno ","oppugnare, oppugnavi, oppugnatus","verb 1","attack","attack"
"316","oro ","orare, oravi, oratus","verb 1","beg","beg"
"317","paro ","parare, paravi, paratus","verb 1","prepare, provide","prepare, provide"
"318","porto ","portare, portavi, portatus","verb 1","carry, bear, take","carry, bear, take"
"319","pugno ","pugnare, pugnavi","verb 1","fight","fight"
"320","puto ","putare, putavi, putatus","verb 1","think","think"
"321","rogo ","rogare, rogavi, rogatus","verb 1","ask, ask for","ask, ask for"
"322","saluto ","salutare, salutavi, salutatus","verb 1","greet","greet"
"323","servo ","servare, servavi, servatus","verb 1","save, protect, keep","save, protect, keep"
"324","specto ","spectare, spectavi, spectatus","verb 1","look at, watch","look at, watch"
"325","spero ","sperare, speravi, speratus","verb 1","hope, expect","hope, expect"
"326","sto ","stare, steti","verb 1","stand","stand"
"327","supero ","superare, superavi, superatus","verb 1","overcome, overpower","overcome, overpower"
"328","voco ","vocare, vocavi, vocatus","verb 1","call","call"
"329","vulnero","vulnerare, vulneravi, vulneratus","verb 1","wound, injure","wound, injure"
"330","conor ","conari, conatus sum ","verb 1 deponent","try","try"
"331","hortor ","hortari, hortatus sum","verb 1 deponent","encourage, urge","encourage, urge"
"332","miror ","mirari, miratus sum","verb 1 deponent","wonder at, admire","wonder at, admire"
"333","audeo","audere, ausus sum","verb 2","dare","dare"
"334","debeo ","debere, debui, debitus","verb 2","owe, ought, should, must","owe, ought, should, must"
"335","deleo ","delere, delevi, deletus","verb 2","destroy","destroy"
"336","doceo","docere, docui, doctus","verb 2","teach","teach"
"337","faveo","favere, favi, fautus + dative","verb 2","favour, support","favour, support"
"338","gaudeo ","gaudere, gavisus sum","verb 2","be pleased, rejoice","be pleased, rejoice"
"339","habeo ","habere, habui, habitus","verb 2","have, hold","have, hold"
"340","iaceo ","iacere, iacui","verb 2","lie","lie"
"341","iubeo ","iubere, iussi, iussus","verb 2","order","order"
"342","maneo ","manere, mansi","verb 2","remain, stay","remain, stay"
"343","moneo ","monere, monui, monitus","verb 2","warn, advise","warn, advise"
"344","moveo ","movere, movi, motus","verb 2","move","move"
"345","persuadeo ","persuadere, persuasi + dative","verb 2","persuade","persuade"
"346","respondeo ","respondere, respondi, responsus","verb 2","reply, respond","reply, respond"
"347","rideo ","ridere, risi","verb 2","laugh, smile","laugh, smile"
"348","sedeo ","sedere, sedi","verb 2","sit","sit"
"349","soleo","solere, solitus sum","verb 2","be accustomed","be accustomed"
"350","taceo ","tacere, tacui, tacitus","verb 2","be silent, be quiet","be silent, be quiet"
"351","teneo ","tenere, tenui, tentus","verb 2","hold","hold"
"352","terreo ","terrere, terrui, territus","verb 2","frighten","frighten"
"353","timeo ","timere, timui","verb 2","fear, be afraid","fear, be afraid"
"354","video ","videre, vidi, visus","verb 2","see","see"
"355","videor ","videri, visus sum","verb 2 deponent","seem, appear","seem, appear"
"356","accido ","accidere, accidi","verb 3","happen","happen"
"357","accipio ","accipere, accepi, acceptus","verb 3","accept, take in, receive","accept, take in, receive"
"358","ago ","agere, egi, actus","verb 3","do, act, drive","do, act, drive"
"359","ascendo ","ascendere, ascendi, ascensus","verb 3","climb","climb"
"360","bibo","bibere, bibi","verb 3","drink","drink"
"361","cado ","cadere, cecidi, casus","verb 3","fall","fall"
"362","capio ","capere, cepi, captus","verb 3","take, catch, capture, make (a plan)","take, catch, capture, make (a plan)"
"363","cognosco ","cognoscere, cognovi, cognitus","verb 3","get to know, find out","get to know, find out"
"364","cogo ","cogere, coegi, coactus","verb 3","force, compel","force, compel"
"365","conficio ","conficere, confeci, confectus","verb 3","finish, wear out","finish, wear out"
"366","conspicio ","conspicere, conspexi, conspectus","verb 3","catch sight of, notice","catch sight of, notice"
"367","constituo ","constituere, constitui, constitutus","verb 3","decide","decide"
"368","consumo ","consumere, consumpsi, consumptus","verb 3","eat","eat"
"369","credo ","credere, credidi, creditus + dative","verb 3","believe, trust","believe, trust"
"370","cupio ","cupere, cupivi, cupitus","verb 3","want, desire","want, desire"
"371","curro ","currere, cucurri, cursus","verb 3","run","run"
"372","defendo ","defendere, defendi, defensus","verb 3","defend","defend"
"373","descendo ","descendere, descendi, descensus","verb 3","go down, come down, descend","go down, come down, descend"
"374","dico ","dicere, dixi, dictus","verb 3","say, speak, tell","say, speak, tell"
"375","discedo ","discedere, discessi","verb 3","depart, leave","depart, leave"
"376","duco ","ducere, duxi, ductus","verb 3","lead, take","lead, take"
"377","effugio ","effugere, effugi","verb 3","escape","escape"
"378","emo ","emere, emi, emptus","verb 3","buy","buy"
"379","facio ","facere, feci, factus","verb 3","make, do","make, do"
"380","fugio ","fugere, fugi","verb 3","run away, flee","run away, flee"
"381","gero","gerere, gessi, gestus","verb 3","wear (clothes), wage (war), wage, wear","wear (clothes), wage (war), wage, wear"
"382","iacio ","iacere, ieci, iactus (in compounds -icio)","verb 3","throw","throw"
"383","incendo ","incendere, incendi, incensus","verb 3","burn, set on fire","burn, set on fire"
"384","intellego ","intellegere, intellexi, intellectus","verb 3","understand, realise","understand, realise"
"385","interficio ","interficere, interfeci, interfectus","verb 3","kill","kill"
"386","lego ","legere, legi, lectus","verb 3","read, choose","read, choose"
"387","mitto ","mittere, misi, missus","verb 3","send","send"
"388","occido ","occidere, occidi, occisus","verb 3","kill","kill"
"389","opprimo","opprimere, oppressi, oppressus","verb 3","crush, overwhelm","crush, overwhelm"
"390","ostendo ","ostendere, ostendi, ostentus","verb 3","show","show"
"391","pello","pellere, pepuli, pulsus","verb 3","drive","drive"
"392","peto ","petere, petivi, petitus","verb 3","make for, seek, beg for, ask for","make for, seek, beg for, ask for"
"393","pono ","ponere, posui, positus","verb 3","put, place, set up","put, place, set up"
"394","procedo ","procedere, processi","verb 3","advance, proceed","advance, proceed"
"395","promitto ","promittere, promisi, promissus","verb 3","promise","promise"
"396","quaero ","quaerere, quaesivi, quaesitus","verb 3","search for, look for, ask, search","search for, look for, ask, search"
"397","rapio ","rapere, rapui, raptus","verb 3","seize, grab","seize, grab"
"398","reddo ","reddere, reddidi, redditus","verb 3","give back, restore","give back, restore"
"399","rego ","regere, rexi, rectus","verb 3","rule","rule"
"400","relinquo ","relinquere, reliqui, relictus","verb 3","leave, leave behind","leave, leave behind"
"401","resisto ","resistere, restiti + dative","verb 3","resist","resist"
"402","scribo ","scribere, scripsi, scriptus","verb 3","write","write"
"403","surgo ","surgere, surrexi","verb 3","get up, stand up, rise","get up, stand up, rise"
"404","tollo","tollere, sustuli, sublatus","verb 3","raise, lift up, hold up","raise, lift up, hold up"
"405","trado ","tradere, tradidi, traditus","verb 3","hand over, hand down","hand over, hand down"
"406","traho ","trahere, traxi, tractus","verb 3","drag","drag"
"407","vinco ","vincere, vici, victus","verb 3","conquer, win, be victorious","conquer, win, be victorious"
"408","vivo ","vivere, vixi","verb 3","live, be alive","live, be alive"
"409","vendo ","vendere, vendidi, venditus","verb 3 ","sell","sell"
"410","verto ","vertere, verti, versus","verb 3 ","turn","turn"
"411","egredior ","egredi, egressus sum","verb 3 deponent","go out, exit","go out, exit"
"412","ingredior ","ingredi, ingressus sum","verb 3 deponent","enter","enter"
"413","loquor ","loqui, locutus sum","verb 3 deponent","speak, talk","speak, talk"
"414","morior ","mori, mortuus sum","verb 3 deponent","die","die"
"415","patior ","pati, passus sum","verb 3 deponent","suffer, endure","suffer, endure"
"416","proficiscor ","proficisci, profectus sum","verb 3 deponent","set out","set out"
"417","progredior ","progredi, progressus sum","verb 3 deponent","advance","advance"
"418","regredior ","regredi, regressus sum","verb 3 deponent","go back, return","go back, return"
"419","sequor ","sequi, secutus sum","verb 3 deponent","follow","follow"
"420","advenio ","advenire, adveni","verb 4","arrive","arrive"
"421","audio ","audire, audivi, auditus","verb 4","hear, listen, listen to","hear, listen, listen to"
"422","convenio ","convenire, conveni","verb 4","come together, gather, meet","come together, gather, meet"
"423","custodio","custodire, custodivi, custoditus","verb 4","guard","guard"
"424","dormio ","dormire, dormivi","verb 4","sleep","sleep"
"425","invenio ","invenire, inveni, inventus","verb 4","find","find"
"426","nescio ","nescire, nescivi","verb 4","not know","not know"
"427","punio","punire, punivi, punitus","verb 4","punish","punish"
"428","scio ","scire, scivi, scitus","verb 4","know","know"
"429","sentio ","sentire, sensi, sensus","verb 4","feel, notice","feel, notice"
"430","venio ","venire, veni ","verb 4","come","come"
"431","absum ","abesse, afui","verb irregular","be absent, be away, be distant from","be absent, be away, be distant from"
"432","adsum ","adesse, adfui","verb irregular","be here, be present","be here, be present"
"433","aufero ","auferre, abstuli, ablatus","verb irregular","take away, carry off, steal","take away, carry off, steal"
"434","coepi","coepisse","verb irregular","began","began"
"435","eo ","ire, i(v)i","verb irregular","go","go"
"436","fero","ferre, tuli, latus","verb irregular","bring, carry, bear","bring, carry, bear"
"437","inquit ",,"verb irregular","he/she says, he/she said","he/she says, he/she said, said, says"
"438","malo ","malle, malui","verb irregular","prefer","prefer"
"439","nolo ","nolle, nolui","verb irregular","not want, refuse","not want, refuse"
"440","offero ","offerre, obtuli, oblatus","verb irregular","offer","offer"
